,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
346,"TSMC’s US fab will make 4nm chips for #Apple, #AMD and #Nvidia
 https://t.co/01V6SziSVu via @TechMonitorAI",tsmc us fab make 4nm chips apple amd nvidia via,0.0,0.0,positive,0.0,0.75,0.25,0.4588,47,10
347,. @Apple should be punished severely (the max the law will allow). People need to go to prison. I consider it an act to help an enemy state harm its citizens. Any American who considers themselves a supporter of liberty should not purchase anything #Apple-related. https://t.co/2oU0ZcPakW,punished severely max law allow people need go prison consider act help enemy state harm citizens american considers supporter liberty not purchase anything apple related,0.0,0.2,negative,0.384,0.377,0.238,-0.802,170,25
348,David's Politics &amp; Tech Daily is out! https://t.co/fCstKLuRM5 Stories via @terryeutsler @hxnxqAEwN1oRr4l @Businesblog5 #apple #elonmusk,david politics amp tech daily stories via apple elonmusk,0.0,0.0,neutral,0.0,1.0,0.0,0.0,56,9
349,"#うひーメモ
投稿時間:2022-12-02 01:15:02
Apple won&amp;#x27;t shut down App Store Connect for the holidays
https://t.co/SAKakfVy0g
#Apple",2022 12 02 01 15 02 apple amp x27 shut app store connect holidays apple,0.0,0.0,positive,0.0,0.843,0.157,0.3818,71,15
350,Senator Graham: Apple Is Making A Big ‘Mistake’ By Caving To The Chinese Communist Party https://t.co/4rMNsaFtIx #Apple #BigTech #Business #CCP #CCPChina @Apple @TimCook #FreeChina #FreeSpeech,senator graham apple making big mistake caving chinese communist party apple bigtech business ccp ccpchina freechina freespeech,0.0,0.05,positive,0.119,0.746,0.134,0.0772,127,17
351,"#うひーメモ
投稿時間:2022-12-02 01:14:25
Hands on with Moft&amp;#x27;s iPhone case and Continuity Camera mount
https://t.co/uJvIZyIiU0
#Apple",2022 12 02 01 14 25 hands moft amp x27 iphone case continuity camera mount apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,80,16
352,"#apple #tech #mac - Nope, those iPhone 14 Pro sales aren’t lost forever [Comment] - https://t.co/Uhp5FUDAY0 -&gt; @Davidjcc_Zgz https://t.co/Mu6gSzWGtc",apple tech mac nope iphone 14 pro sales aren lost forever comment gt zgz,0.0,0.0,negative,0.14,0.732,0.128,-0.0516,72,14
353,"#apple #tech #mac - 1Password now saves SSO through Apple, Google, Facebook, more in Chrome, Firefox, Edge - https://t.co/wvgY2avEaF -&gt; @Davidjcc_Zgz https://t.co/Wf1Ig9H0Ls",apple tech mac 1password saves sso apple google facebook chrome firefox edge gt zgz,0.0,0.0,positive,0.0,0.861,0.139,0.2732,83,14
354,"#apple #tech #mac - Review: Eve Outdoor Cam is a great HomeKit camera with floodlight, Home app needs more notification controls - https://t.co/uSoI3tzwXc -&gt; @Davidjcc_Zgz https://t.co/FnxHF10M0R",apple tech mac review eve outdoor cam great homekit camera floodlight home app needs notification controls gt zgz,0.8,0.75,positive,0.0,0.721,0.279,0.7351,113,18
355,@ClayTravis @Apple Boycott #Apple,boycott apple,0.0,0.0,negative,0.697,0.303,0.0,-0.3182,13,2
356,Dear @PMOIndia @CMOMaharashtra @rajnathsingh please #help #sos please catch hold of #theif #apple #samsung #DelhiPolice #MumbaiPolice pls pls pls 🙏🏼🙏🏼🙏🏼🙏🏼,dear please help sos please catch hold theif apple samsung delhipolice mumbaipolice pls pls pls,0.0,0.0,positive,0.0,0.367,0.633,0.8689,95,15
357,"Apple Watch Ultra is crap

😤😤😖😖😠
#Apple #iOS #watchOS",apple watch ultra crap apple ios watchos,-0.8,0.8,negative,0.302,0.698,0.0,-0.3818,40,7
358,"#うひーメモ
投稿時間:2022-12-02 01:13:15
Popular $29.99 Microsoft Office for Mac Home &amp;amp; Business 2021 deal returns
https://t.co/hxcFP3xSo6
#Apple",2022 12 02 01 13 15 popular 29 99 microsoft office mac home amp amp business 2021 deal returns apple,0.6,0.9,positive,0.0,0.872,0.128,0.4215,100,20
359,"@dannydeurbina @RobSchneider @elonmusk John Kirby Explains The Difference Between #Apple &amp; #Twitter 
""Twitter Bad, Apple Good"" 
@elonmusk https://t.co/nYg7aUgLBR",john kirby explains difference apple amp twitter twitter bad apple good,5.551115123125783e-17,0.6333333333333333,negative,0.227,0.584,0.188,-0.1531,71,11
360,"$AAPL put flow in millions. They running out of innovation. @Tradytics what we think about this?
#StockMarket #Apple https://t.co/Fub0QnCTMe",aapl put flow millions running innovation think stockmarket apple,0.0,0.0,positive,0.0,0.755,0.245,0.3818,65,9
361,"A portion of every purchase of product (RED) goes to the Global Funds to fight AIDS. 
Your support matters because When you choose Red you Choose a life!
#apple #ifuture #worldaidsday #productred https://t.co/MD9XrMYEDY",portion every purchase product red goes global funds fight aids support matters choose red choose life apple ifuture worldaidsday productred,0.0,0.0,positive,0.111,0.726,0.162,0.0516,140,20
362,"Secrets Of The Volkovs by @EllieJayWrites

📚 https://t.co/DIOfnZuQCz

#Amazon #Barnesandnoble #Kobo #Apple #Kindle #Nook #IBooks #Thriller #Mystery #Action #Drama #Mafia #WritingCommunity #Readers #Read #BookLover #BookPromo #Book #BookPlug #BookBoost #MustRead #BookAddict https://t.co/nT9fh8iHyS",secrets volkovs amazon barnesandnoble kobo apple kindle nook ibooks thriller mystery action drama mafia writingcommunity readers read booklover bookpromo book bookplug bookboost mustread bookaddict,0.1,0.1,positive,0.0,0.876,0.124,0.2732,197,24
363,"Content analysis:
This article scores 63/100. The complete report can be viewed here: https://t.co/fRTLJGfRim
(I'm a bot)

#Apple #AppleMusic https://t.co/X1TwyctiZg",content analysis article scores 63 100 complete report viewed bot apple applemusic,0.1,0.4,neutral,0.0,1.0,0.0,0.0,82,12
364,"iPhone 14 Pro Max Gets a Samsung-Like Curved Display in Latest Mod Project: A hardware technician has come up with an iPhone 14 Pro Max modification to add a display that curves at the edges like a Samsung Galaxy device. 

… https://t.co/TUR0W93SU5 #Apple #Mac #Rumors https://t.co/2etTOm2kCN",iphone 14 pro max gets samsung like curved display latest mod project hardware technician come iphone 14 pro max modification add display curves edges like samsung galaxy device apple mac rumors,0.35,0.65,positive,0.0,0.853,0.147,0.6124,194,31
365,"-Do you guys recommend to update or not yet? 

iPadOS 16.2 Public Beta 3. 

#Apple #iPadOS16 #Update #Software #iPadAir4 https://t.co/rugJPk8fLg",guys recommend update not yet ipados 16 2 public beta 3 apple ipados16 update software ipadair4,0.0,0.06666666666666667,positive,0.0,0.839,0.161,0.3612,95,16
366,Bluetooth switches itself on after every #iOS update. Why? #Apple,bluetooth switches every ios update apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,41,6
367,"🔥🔥 Automated Hourly $AAPL 🍎 Sentiment Report (📈 / 📉) 🔥🔥
1. Product Series Reviews:
#iPhones 44/68
#Mac #Macbook 70/100
#iPad 86/54
#AppleWatch 76/86
#MacOS #iOS 50/18
General #Apple Products 62/182
2. Company News: 89/89
3. Social Media: 69/34
12/01/2022 16:07 UTC",automated hourly aapl sentiment report 1 product series reviews iphones 44 68 mac macbook 70 100 ipad 86 54 applewatch 76 86 macos ios 50 18 general apple products 62 182 2 company news 89 89 3 social media 69 34 12 01 2022 16 07 utc,0.04166666666666667,0.2833333333333333,negative,0.182,0.818,0.0,-0.8442,233,47
368,"#crimechatwithnatandkat presents Episode 038: Lee Harvey Oswald - Part 1. In this 2-part series, Part 1 covers the rough background of #LeeHarveyOswald &amp; events leading up to the #assassination of President #jfk LISTEN ON #amazon #apple #google #spotify #patreon &amp; #rss. https://t.co/AIY3wj8n5F",crimechatwithnatandkat presents episode 038 lee harvey oswald part 1 2 part series part 1 covers rough background leeharveyoswald amp events leading assassination president jfk listen amazon apple google spotify patreon amp rss,-0.1,0.4,negative,0.12,0.828,0.052,-0.4939,227,32
369,I would #love #work @Apple #Apple #Technical #Support #Advisor #move #location #ElkGrove #Sacramento #applied @AppleEDU @AppleNews @AppleTV @AppleSupport @AppleArcade @tim_cook @stevewoz,would love work apple technical support advisor move location elkgrove sacramento applied cook,0.25,0.35,positive,0.0,0.615,0.385,0.7845,94,13
370,"Top deal 
43% offer
Valano Men’s Cycling Shorts Bike Underwear 3D Padded.... 90% Polyester, 10% Elastane
Click now https://t.co/7d3TKxhupQ
#Russia #Pfizer #Apple #Underwear #Canada #offer #bodyfitnes #promote #twitter #haker #Amazon #bestseller https://t.co/2QSWx9S1Zn",top deal 43 offer valano men cycling shorts bike underwear 3d padded 90 polyester 10 elastane click russia pfizer apple underwear canada offer bodyfitnes promote twitter haker amazon bestseller,0.5,0.5,positive,0.0,0.81,0.19,0.6249,193,29
371,"Medium-Stage Prototype of Apple EarPods
It shows up the position of the L/R sign on this EVT is different from that of the final-released EarPods.
#Apple #appleinternal 
@ArchiveInternal @HartleyCharlton https://t.co/DEERYoWjIM",medium stage prototype apple earpods shows position r sign evt different final released earpods apple appleinternal,0.0,0.8,neutral,0.0,1.0,0.0,0.0,115,16
372,He wasn't wrong. #RickyGervais #Oscars #apple #ChinaProtests #chinalockdown #iphone #elonmusk #thursdaymorning https://t.co/xga5ey59VB,wasn wrong rickygervais oscars apple chinaprotests chinalockdown iphone elonmusk thursdaymorning,-0.5,0.9,negative,0.256,0.744,0.0,-0.4767,96,10
373,"Top deal 
43% offer
Valano Men’s Cycling Shorts Bike Underwear 3D Padded.... 90% Polyester, 10% Elastane
Click now https://t.co/nCskfVDe32
#Russia #Pfizer #Apple #Underwear #Canada #offer #bodyfitnes #promote #twitter #haker #Amazon #bestseller https://t.co/UM6xn6Qia0",top deal 43 offer valano men cycling shorts bike underwear 3d padded 90 polyester 10 elastane click russia pfizer apple underwear canada offer bodyfitnes promote twitter haker amazon bestseller,0.5,0.5,positive,0.0,0.81,0.19,0.6249,193,29
374,"#Apple never considered removing #Twitter, says #PhonyStark.
Exactly. Cuz you were lying all along, #ApartheidClyde. https://t.co/j044HSk66E",apple never considered removing twitter says phonystark exactly cuz lying along apartheidclyde,0.25,0.25,negative,0.236,0.764,0.0,-0.5267,94,12
375,#Options Flow Grid Update $AAPL #OptionsTrading #Apple Shares ⬆️0.06% to $148.11 #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #investing #Investment #invest #investor #investors #UOA https://t.co/I8hjTlEqg3 https://t.co/yuidwUOL5c,options flow grid update aapl optionstrading apple shares 0 06 148 11 optionsflow optionstrade optiontrading stocks stock stockmarket investing investment invest investor investors uoa,0.0,0.0,positive,0.0,0.909,0.091,0.296,184,24
376,The Gardens Between+ s'aventure sur #Apple (@Apple) Arcade https://t.co/odVF1v9Aya,gardens aventure sur apple arcade,0.0,0.0,neutral,0.0,1.0,0.0,0.0,33,5
377,"Content analysis:
This article scores 56/100. The complete report can be viewed here: https://t.co/U7yCwAx8QM
(I'm a bot)

#Apple #Royal https://t.co/oJenjciYPB",content analysis article scores 56 100 complete report viewed bot apple royal,0.1,0.4,neutral,0.0,1.0,0.0,0.0,77,12
378,rome #italy #sunset #gayitalia #ocean #train #freedom #outfit #book #heart #thewolfofdinasty #apple #phone #picture https://t.co/7v6GDW70Rb,rome italy sunset gayitalia ocean train freedom outfit book heart thewolfofdinasty apple phone picture,0.0,0.0,positive,0.0,0.756,0.244,0.6369,102,14
379,"Top deal 
43% offer
Valano Men’s Cycling Shorts Bike Underwear 3D Padded.... 90% Polyester, 10% Elastane
Click now https://t.co/HhUA31mcsD
#Russia #Pfizer #Apple #Underwear #Canada #offer #bodyfitnes #promote #twitter #haker #Amazon #bestseller https://t.co/ZW1ow2arSl",top deal 43 offer valano men cycling shorts bike underwear 3d padded 90 polyester 10 elastane click russia pfizer apple underwear canada offer bodyfitnes promote twitter haker amazon bestseller,0.5,0.5,positive,0.0,0.81,0.19,0.6249,193,29
380,"Command-H | Hide Application | Use this macOS shortcut to hide Final Cut Pro and gain access to other apps

Visit https://t.co/TggfgV8BRG for more

#DailyShortcut #TipOfTheDay #FCPXedit #FinalCutPro #FinalCutProX #FCPX #Apple #FilmMaking101 #Editing #Tips #FilmMakingTips https://t.co/UJAMZAUkgv",command hide application use macos shortcut hide final cut pro gain access apps visit dailyshortcut tipoftheday fcpxedit finalcutpro finalcutprox fcpx apple filmmaking101 editing tips filmmakingtips,0.0,1.0,neutral,0.184,0.702,0.114,-0.0258,198,25
381,"#Apple (@Apple) Event de septembre : iPhone, Apple Watch, AirPods, iPad et iPad mini... https://t.co/kPHM09vjyf",apple event de septembre iphone apple watch airpods ipad et ipad mini,0.0,0.0,neutral,0.0,1.0,0.0,0.0,69,12
382,"Elon Musk appears to reconcile with Apple after Twitter tirade (Ars Technica)

Elon Musk said he had a &amp;quot;good conversation&amp;quot; with Apple chief executive Tim Cook an...

Add your highlights:
https://t.co/OAQT1U8Lgw
 #apple",elon musk appears reconcile apple twitter tirade ars technica elon musk said amp quot good conversation amp quot apple chief executive tim cook add highlights apple,0.7,0.6000000000000001,positive,0.0,0.896,0.104,0.4404,164,26
383,"Ha, FOX talking heads and GOP MAGA cult will be quite now? 😅
@elonmusk on Wednesday tweeted that the misunderstanding about #Twitter potentially being removed from #Apple Store was resolved following his meeting with the #iPhone maker's CEO #TimCook.'

https://t.co/tRKuL0aGrB",ha fox talking heads gop maga cult quite wednesday tweeted misunderstanding twitter potentially removed apple store resolved following meeting iphone maker ceo timcook,0.0,0.55,neutral,0.113,0.736,0.151,0.0094,167,23
384,#iOS16 16.1.2 is now available for #iPhone #Apple 📱 ☎️ https://t.co/bznQHvtpeD,ios16 16 1 2 available iphone apple,0.4,0.4,neutral,0.0,1.0,0.0,0.0,35,7
385,"@shubhamvbhave @mahabharatAudio @bhawmik @AmazonMusicIN Use another client, all platforms have good ones, so whether you are on #freeBSD #Linux #Android #Apple #win64 there is a good client out there, I use @Antennapod on #Android 

💻📶📳#Android⌨️#Linux 📳#electronica 💻#OpenSource #ClosedSource #POSIX #WomenWhoCode",use another client platforms good ones whether freebsd linux android apple win64 good client use android android linux electronica opensource closedsource posix womenwhocode,0.7,0.6000000000000001,positive,0.0,0.784,0.216,0.7003,173,23
386,"""If you love what you do, you will never work a day in your life."" Apple CEO, Tim Cook, says this is a total crock, I agree. When you love what you do then you'll work harder than you ever have before. #kylewallgren #businessowner #motivation #entrepreneur #success #apple #ceo https://t.co/rD9h8xMpvq",love never work day life apple ceo tim cook says total crock agree love work harder ever kylewallgren businessowner motivation entrepreneur success apple ceo,0.24,0.39,positive,0.0,0.528,0.472,0.9517,157,24
387,"We hope you listen &amp; subscribe to the show! If you like what you hear, if you would be so kind to leave us a 5 star review on #Apple or #Spotify! 
#podcasts https://t.co/LpVDQKV96s",hope listen amp subscribe show like hear would kind leave us 5 star review apple spotify podcasts,0.6,0.9,positive,0.055,0.545,0.4,0.8225,97,17
388,National Eat a Red Apple Day! Grab yourself a shiny red one today! - https://t.co/e8hBJB1lRq #beyondbadr #blogs #apple https://t.co/GUfdfgQ8nF,national eat red apple day grab shiny red one today beyondbadr blogs apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,74,13
389,@ClayTravis @marthamaccallum @Apple @Twitter @elonmusk This is why I bought a freedom phone. #apple,bought freedom phone apple,0.0,0.0,positive,0.0,0.417,0.583,0.6369,26,4
